True Id;Source;Site name;Address;Zip;Phone;Fax;Program Name;Length of Day;IDHS Provider ID;Agency;Neighborhood;Funded Enrollment;Program Option;Number per Site EHS;Number per Site HS;Director;Head Start Fund;Eearly Head Start Fund;CC fund;Progmod;Website;Executive Director;Center Director;ECE Available Programs;NAEYC Valid Until;NAEYC Program Id;Email Address;Ounce of Prevention Description;Purple binder service type;Column;Column2
640160629;CPS_Early_Childhood_Portal_scrape.csv; Teddy Bear Nursery School, Inc. III;6401 S. Pulaski ;;2842292;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;
640160629;CPS_Early_Childhood_Portal_scrape.csv; El Valor - Teddy Bear 3 Pulaski;6401 S Pulaski RD ;;;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;
640160629;chapin_dfss_providers_2011_070212.csv;EL VALOR TEDDY BEAR 3 (6401 S PULASKI RD);6401 S PULASKI ;60629;2842292;;;;;;;EL VALOR;WEST LAWN;;;;;Natasha Catchings;Yes;No;No;;;;;;;;;;
640160629;DFSS_AgencySiteLies_2012.csv;El Valor Teddy Bear 3;6401 S Pulaski Rd. ;60629;2842292;;;;;;;El Valor;;;;;;;;;;;www.elvalor.org;Vincent Allocco;Natasha Catchings ;;;;;;
640160629;ECE Chicago Find a School scrape.csv; Teddy Bear 3;6401 S. Pulaski ;60629;2842292;;;;;;West Lawn;;;;;;;;;;;;;CP;;;;;;;
640760645;purple_binder_early_childhood.csv; Little Angels Day Care Center;6407 N Maplewood ;60645;3389770;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care
641660629;CPS_Early_Childhood_Portal_scrape.csv; New Hope Lutheran School;6416 S. Washtenaw ;;7769849;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;
641660629;ECE Chicago Find a School scrape.csv; New Hope Lutheran School;6416 S. Washtenaw ;60629;7769849;;;;;;Chicago Lawn;;;;;;;;;;;;;CP;;;;;;;
642060637;CPS_Early_Childhood_Portal_scrape.csv; Wadsworth;6420 S. University ;;5350730;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;
642060637;ECE Chicago Find a School scrape.csv; Wadsworth;6420 S. University ;60637;5350730;;;;;;Woodlawn;;;;;;;;;;;;;PFA-REG PFA-FD;;;;;;;
642260629;CPS_Early_Childhood_Portal_scrape.csv; Metropolitan Family Services Midway;6422 S. Kedzie ;;7374790;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;
642260629;CPS_Early_Childhood_Portal_scrape.csv; Metropolitan Family Services - Midway Head Start Center;6422 S Kedzie Ave ;;7374790;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;
642260629;chapin_dfss_providers_2011_070212.csv;METROPOLITAN FAMILY SERVICES MIDWAY HEAD START;6422 S KEDZIE ;60629;7374790;;;;;;;METROPOLITAN FAMILY SERVICES;CHICAGO LAWN;;;;;Rhonda Freeman;Yes;No;No;;;;;;;;;;
642260629;DFSS_AgencySiteLies_2012.csv;Metropolitan Family Services Midway Head Start;6422 S. Kedzie ;60629;7374790;;;;;;;Metropolitan Family Services;;;;;;;;;;;www.metrofamily.org;Laurie Sedio;Rhonda Freeman;;;;;;
642260629;NAEYC_accreditation.csv; Metropolitan Family Services ;6422 South Kedzie  ;60629;8842400;;;;;;;;;;;;;;;;;;http://www.metrofamily.org;;;;01/31/13;426821;freeman@metrofamily.org;;
642360637;DFSS_AgencySiteLies_2012.csv;Mary Crane League Mary Crane Center (St. Martin De Porres);6423 S. Woodlawn ;60637;9388130;;;;;;;Mary Crane League;;;;;;;;;;;www.marycrane.org;Lavetter Terry;Victoria Harbin;;;;;;
644160646;purple_binder_early_childhood.csv; Care-a-Lot Child Development Center;6441 N Central Avenue ;60646;7638888;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care
644560656;CPS_Early_Childhood_Portal_scrape.csv; Beard;6445 W. Strong ;;5341230;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;
644560656;ECE Chicago Find a School scrape.csv; Beard;6445 W. Strong ;60656;5341228;;;;;;Norwood Park;;;;;;;;;;;;;PFA-REG;;;;;;;
644760629;chapin_dfss_providers_2011_070212.csv;CAROLE ROBERTSON CENTER FOR LEARNING FCCH-ANGELITA YUGSI;6447 S KNOX AVE ;60629;5211600;;;;;;;CAROLE ROBERTSON CENTER FOR LEARNING;CLEARING;;;;;Jolene Martin;Yes;No;No;5931PS(HS Collaboration with Childcare Homes), 5931IP(EHS Co;;;;;;;;;
644860629;CPS_Early_Childhood_Portal_scrape.csv; Lee;6448 S. Tripp ;;5352255;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;
644860629;ECE Chicago Find a School scrape.csv; Lee;6448 S. Tripp ;60629;5352255;;;;;;West Lawn;;;;;;;;;;;;;PFA-REG;;;;;;;
645060621;CPS_Early_Childhood_Portal_scrape.csv; Kershaw;6450 S. Lowe ;;5353050;;Head Start;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;
645060621;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS KERSHAW, JOSHUA D.;6450 S LOWE ;60621;5353050;;;;;;;CHICAGO PUBLIC SCHOOLS;ENGLEWOOD;;;;;Mrs. Patricia A.  Johnson;Yes;No;No;;;;;;;;;;
645060621;DFSS_AgencySiteLies_2012.csv;Chicago Public Schools Kershaw, Joshua D.;6450 S. Lowe ;60621;5353050;;;;;;;Chicago Public Schools;;;;;;;;;;;www.cps.edu;Paula Cottone;Veronica Nash;;;;;;
645060621;ECE Chicago Find a School scrape.csv; Kershaw;6450 S. Lowe ;60621;5353050;;;;;;Englewood;;;;;;;;;;;;;HS-HD;;;;;;;
645060637;purple_binder_early_childhood.csv; Woodlawn Organization - Early Childhood Development Center;6450 S Champlain Avenue ;60637;3631238;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care
645660637;CPS_Early_Childhood_Portal_scrape.csv; Woodlawn A.M.E. Church - Woodlawn A.M.E.;6456 S Evans Ave ;;6671402;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;
645660637;CPS_Early_Childhood_Portal_scrape.csv; Woodlawn A.M.E. Church - Woodlawn A.M.E.;6456 S Evans Ave ;;6671402;;School Age;PART DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;
645660637;chapin_dfss_providers_2011_070212.csv;WOODLAWN A.M.E. CHURCH WOODLAWN AME CHURCH;6456 S EVANS ;60637;6671402;;;;;;;WOODLAWN A.M.E. CHURCH;WOODLAWN;;;;;Samara Akins;No;No;No;7148IT(Child Care IT Center), 2686SA(School Age (SA)), 7148P;;;;;;;;;
645660637;DFSS_AgencySiteLies_2012.csv;Woodlawn A.M.E. Church WOODLAWN AME CHURCH;6456 S. Evans ;60637;6671402;;;;;;;Woodlawn A.M.E. Church;;;;;;;;;;;www.woodlawnamechurch.org;Samara Akins;Samara Akins;;;;;;
645660637;purple_binder_early_childhood.csv; Woodlawn AME;6456 S Evans Avenue ;60637;6671400;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care
651260621;chapin_dfss_providers_2011_070212.csv;MARY CRANE LEAGUE CHILDREN'S LEARN AND PLAY;6512 S HALSTED ST ;60621;;;;;;;;MARY CRANE LEAGUE;ENGLEWOOD;;;;;;Yes;No;No;;;;;;;;;;
651260621;DFSS_AgencySiteLies_2012.csv;Mary Crane League Children's Learn and Play;6512 S. Halsted ;60621;9667162;;;;;;;Mary Crane League;;;;;;;;;;;www.marycrane.org;Lavetter Terry;Mashanda Scott ;;;;;;
653560629;chapin_dfss_providers_2011_070212.csv;CHICAGO YOUTH CENTERS PATHWAY;6535 S KEDZIE AVE ;60629;;;;;;;;CHICAGO YOUTH CENTERS;CHICAGO LAWN;;;;;;Yes;No;No;;;;;;;;;;
653560629;DFSS_AgencySiteLies_2012.csv;Chicago Youth Centers Pathway;6535 S. Kedzie ;60629;7780017;;;;;;;Chicago Youth Centers;;;;;;;;;;;www.chicagoyouthcenters.org;Harry Wells;Tracy Baker ;;;;;;
655060629;CPS_Early_Childhood_Portal_scrape.csv; Marquette;6550 S. Richmond ;;5359260;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;
655060629;ECE Chicago Find a School scrape.csv; Marquette;6550 S. Richmond ;60629;5359260;;;;;;Chicago Lawn;;;;;;;;;;;;;PFA-REG;;;;;;;
655060636;CPS_Early_Childhood_Portal_scrape.csv; O'Toole;6550 S. Seeley ;;5359040;;Head Start;5-6 hours;;;;;;;;;;;;;;;;;;;;;;;
655060636;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS O'TOOLE, LUKE;6550 S SEELEY ;60636;5359040;;;;;;;CHICAGO PUBLIC SCHOOLS;WEST ENGLEWOOD;;;;;Mr. Erick D.  Pruitt;Yes;No;No;;;;;;;;;;
655060636;DFSS_AgencySiteLies_2012.csv;Chicago Public Schools O'Toole, Luke;6550 S. Seeley ;60636;5359040;;;;;;;Chicago Public Schools;;;;;;;;;;;www.cps.edu;Paula Cottone;Mr. King Hall;;;;;;
655060636;ECE Chicago Find a School scrape.csv; O'Toole;6550 S. Seeley ;60636;5359040;;;;;;West Englewood;;;;;;;;;;;;;HS-HD;;;;;;;
663460631;CPS_Early_Childhood_Portal_scrape.csv; Onahan;6634 W. Raven St. ;;5341180;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;
663460631;ECE Chicago Find a School scrape.csv; Onahan;6634 W. Raven St. ;60631;5341180;;;;;;Norwood Park;;;;;;;;;;;;;PFA-REG;;;;;;;
665060637;ECE Chicago Find a School scrape.csv; Dumas;6650 S. Ellis ;60637;5350750;;;;;;Woodlawn;;;;;;;;;;;;;PFA-REG;;;;;;;
665660621;CPS_Early_Childhood_Portal_scrape.csv; Banneker;6656 S. Normal Blvd. ;;5353020;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;
665660621;ECE Chicago Find a School scrape.csv; Banneker;6656 S. Normal ;60621;5353020;;;;;;Englewood;;;;;;;;;;;;;PFA-REG;;;;;;;
665760637;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS WOODLAWN COMMUNITY SCHOOL;6657 S KIMBARK AVE ;60637;5350801;;;;;;;CHICAGO PUBLIC SCHOOLS;WOODLAWN;;;;;Frank  Embil;Yes;No;No;;;;;;;;;;
665760637;DFSS_AgencySiteLies_2012.csv;Chicago Public Schools Woodlawn Community School;6657 S Kimbark Ave ;60637;5350801;;;;;;;Chicago Public Schools;;;;;;;;;;;www.cps.edu;Paula Cottone;Frank Embil;;;;;;
670060626;CPS_Early_Childhood_Portal_scrape.csv; Kilmer;6700 N. Greenview ;;5342115;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;
670060626;ECE Chicago Find a School scrape.csv; Kilmer;6700 N. Greenview ;60626;5342115;;;;;;Rogers Park;;;;;;;;;;;;;PFA-REG;;;;;;;
670160621;CPS_Early_Childhood_Portal_scrape.csv; Little Angels Family Daycare;6701 S. Emerald ;;3703688;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;
670160621;CPS_Early_Childhood_Portal_scrape.csv; Henry Booth House - Little Angels Family DayCare;6701 S Emerald Ave ;;4888777;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;
670160621;chapin_dfss_providers_2011_070212.csv;HENRY BOOTH HOUSE LITTLE ANGELS FAMILY DAYCARE;6701 S EMERALD AVE ;60621;4888777;;;;;;;HENRY BOOTH HOUSE;ENGLEWOOD;;;;;NaShone Greer;Yes;No;No;;;;;;;;;;
670160621;DFSS_AgencySiteLies_2012.csv;Henry Booth House Little Angels Family DayCare;6701 S. Emerald Ave. ;60621;4888777;;;;;;;Henry Booth House;;;;;;;;;;;www.henryboothhouse.org;Scott Perkins;NaShone Greer;;;;;;
671060645;CPS_Early_Childhood_Portal_scrape.csv; Boone;6710 N. Washtenaw ;;5342160;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;
671060645;ECE Chicago Find a School scrape.csv; Boone;6710 N. Washtenaw ;60645;5342160;;;;;;West Ridge;;;;;;;;;;;;;PFA-REG TS;;;;;;;
671160626;purple_binder_early_childhood.csv; Northshore Academy for Children;6711 N Sheridan Road ;60626;7434744;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care
674160637;CPS_Early_Childhood_Portal_scrape.csv; Brownell;6741 S. Michigan ;;5353030;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;
674160637;ECE Chicago Find a School scrape.csv; Brownell;6741 S. Michigan ;60637;5353030;;;;;;Greater Grand Crossing;;;;;;;;;;;;;PFA-REG;;;;;;;
674960636;chapin_dfss_providers_2011_070212.csv;SALVATION ARMY FCCH-MILDRED SPEARS;6749 S WINCHESTER ;60636;9301832;;;;;;;SALVATION ARMY;WEST ENGLEWOOD;;;;;Kelli Kemp;No;No;No;6107IP(EHS Collaboration Enhanced Home IP), 6107IT(EHS Enhan;;;;;;;;;
680060621;CPS_Early_Childhood_Portal_scrape.csv; Board Trustees-City Colleges of Chicago - Kennedy-King College;6800 S Wentworth Ave ;;5533475;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;
680060621;CPS_Early_Childhood_Portal_scrape.csv; Board Trustees-City Colleges of Chicago - Kennedy-King College;6800 S Wentworth Ave ;;5533475;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;
680060621;CPS_Early_Childhood_Portal_scrape.csv; Board Trustees-City Colleges of Chicago - Kennedy-King College;6800 S Wentworth Ave ;;5533475;;State Pre-Kindergarten;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;
680060621;ECE Chicago Find a School scrape.csv; City Colleges Kennedy King;6800 S. Wentworth ;60621;6025481;;;;;;Greater Grand Crossing;;;;;;;;;;;;;CP;;;;;;;
680060621;purple_binder_early_childhood.csv; Kennedy-King College;6800 S Wentworth Avenue ;60621;6025340;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care
682460649;CPS_Early_Childhood_Portal_scrape.csv; Family Rescue - Ridgeland Head Start;6824 S Ridgeland Ave ;;6671073;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;
682460649;CPS_Early_Childhood_Portal_scrape.csv; Family Rescue - Ridgeland Head Start;6824 S Ridgeland Ave ;;6671073;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;
682460649;purple_binder_early_childhood.csv; Family Rescue Ridgeland;6824 S Ridgeland Avenue ;60649;6671073;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care
690160629;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS MCKAY, FRANCIS M.;6901 S FAIRFIELD AVE ;60629;5359505;;;;;;;CHICAGO PUBLIC SCHOOLS;CHICAGO LAWN;;;;;Mrs. Dawn Prather-Hawk;Yes;No;No;;;;;;;;;;
692160645;chapin_dfss_providers_2011_070212.csv;CHICAGO COMMONS ASSOCIATION PANDA MONTESSORI;6921 N RIDGE ;60645;3386755;;;;;;;CHICAGO COMMONS ASSOCIATION;ROGERS PARK;;;;;Angela Perry;Yes;No;No;;;;;;;;;;
692160645;DFSS_AgencySiteLies_2012.csv;Chicago Commons Association Panda Montessori;6921 N. Ridge ;60645;3386755;;;;;;;Chicago Commons Association;;;;;;;;;;;www.chicagocommons.org;Dan Valliere;Angela Perry;;;;;;
692160645;ECE Chicago Find a School scrape.csv; Panda Montessori Academy;6921 N. Ridge ;60645;3386755;;;;;;Rogers Park;;;;;;;;;;;;;CP;;;;;;;
692160649;CPS_Early_Childhood_Portal_scrape.csv; Trinity United Church of Christ - Dr. Denton J. Brooks Center;6921 S Stony Island Ave ;;9552818;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;
692160649;CPS_Early_Childhood_Portal_scrape.csv; Trinity United Church of Christ Denton Brooks;6921 S. Stony Island ;;9552818;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;
692160649;CPS_Early_Childhood_Portal_scrape.csv; Trinity United Church of Christ - Dr. Denton J. Brooks Center;6921 S Stony Island Ave ;;9552818;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;
692160649;CPS_Early_Childhood_Portal_scrape.csv; Trinity United Church of Christ - Dr. Denton J. Brooks Center;6921 S Stony Island Ave ;;9552818;;State Pre-Kindergarten;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;
692160649;chapin_dfss_providers_2011_070212.csv;TRINITY UNITED CHURCH OF CHRIST DR. DETON J. BROOKS HEAD START;6921 S STONY ISLAND ;60649;9552818;;;;;;;TRINITY UNITED CHURCH OF CHRIST;SOUTH SHORE;;;;;Cherie Brown;Yes;No;Yes;7079PS(HS Collaboration with Childcare & PreK), 4118PS(Child;;;;;;;;;
692160649;DFSS_AgencySiteLies_2012.csv;Trinity United Church of Christ Dr. Deton J. Brooks Head Start;6921 S. Stony Island ;60649;9661603;;;;;;;Trinity United Church of Christ;;;;;;;;;;;www.tucc.org;Janet Moore;Cherie Brown;;;;;;
692160649;ECE Chicago Find a School scrape.csv; Trinity UCC - Denton Brooks;6921 S. Stony Island  ;60649;9552818;;;;;;South Shore;;;;;;;;;;;;;CP;;;;;;;
692160649;purple_binder_early_childhood.csv; Dr. Deton J. Brooks Head Start;6921 S Stony Island Avenue ;60649;9552818;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care
692460707;CPS_Early_Childhood_Portal_scrape.csv; Fresh Start Daycare, Inc.;6924 W. North Avenue ;;4792870;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;
692460707;chapin_dfss_providers_2011_070212.csv;EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO FRESH START DAY CARE CENTER;6924 W NORTH AVENUE ;60635;4792870;;;;;;;EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO;AUSTIN;;;;;Claudia Aguayo;Yes;No;No;;;;;;;;;;
692460707;DFSS_AgencySiteLies_2012.csv;Easter Seals Society of Metropolitan Chicago Fresh Start Day Care Center;6924 W. North Avenue ;60635;4792870;;;;;;;Easter Seals Society of Metropolitan Chicago;;;;;;;;;;;www.easterseaslchicago.org;Barbara Zawacki;Claudia Aguayo ;;;;;;
692460707;purple_binder_early_childhood.csv; Fresh Start Day Care;6924 W North Avenue ;60707;4792870;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care
693860649;CPS_Early_Childhood_Portal_scrape.csv; Parkside;6938 S. East End Av. ;;5350940;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;
693860649;ECE Chicago Find a School scrape.csv; Parkside;6938 S. East End Av. ;60649;5350940;;;;;;South Shore;;;;;;;;;;;;;PFA-REG;;;;;;;
694060649;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS O'KEEFFE, ISABELL C.;6940 S MERRILL ;60649;5350600;;;;;;;CHICAGO PUBLIC SCHOOLS;SOUTH SHORE;;;;;Mrs. Carolyn D.  Townes;Yes;No;No;;;;;;;;;;
694060649;DFSS_AgencySiteLies_2012.csv;Chicago Public Schools O'Keeffe, Isabell C.;6940 S. Merrill ;60649;5350600;;;;;;;Chicago Public Schools;;;;;;;;;;;www.cps.edu;Paula Cottone;Stephen Parker;;;;;;
694060649;CPS_Early_Childhood_Portal_scrape.csv; O'Keeffe;6940 S. Merrill ;;5350600;;Head Start;5-6 hours;;;;;;;;;;;;;;;;;;;;;;;
694060649;ECE Chicago Find a School scrape.csv; O'Keeffe;6941 S. Merrill ;60649;5350600;;;;;;South Shore;;;;;;;;;;;;;HS-HD;;;;;;;
695060621;CPS_Early_Childhood_Portal_scrape.csv; Wentworth;6950 S. Sangamon ;;5353394;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;
695060621;ECE Chicago Find a School scrape.csv; Wentworth;6950 S. Sangamon ;60621;5353394;;;;;;Englewood;;;;;;;;;;;;;PFA-REG;;;;;;;
695460629;chapin_dfss_providers_2011_070212.csv;CAROLE ROBERTSON CENTER FOR LEARNING FCCH-KEMISHA ALLEN;6954 S FAIRFIELD ;60629;;;;;;;;CAROLE ROBERTSON CENTER FOR LEARNING;CHICAGO LAWN;;;;;Jolene Martin;No;No;No;5983PS(HS Collaboration with Childcare Homes);;;;;;;;;
696960626;CPS_Early_Childhood_Portal_scrape.csv; Eyes on the Future;6969 N. Ravenswood ;;9730771;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;
696960626;chapin_dfss_providers_2011_070212.csv;CHICAGO COMMONS ASSOCIATION EYES ON THE FUTURE;6969 N RAVENSWOOD ;60626;9730771;;;;;;;CHICAGO COMMONS ASSOCIATION;ROGERS PARK;;;;;Azieb  Gebrehiiwet;Yes;No;No;;;;;;;;;;
696960626;DFSS_AgencySiteLies_2012.csv;Chicago Commons Association Eyes on the Future;6969 N. Ravenswood ;60626;9730771;;;;;;;Chicago Commons Association;;;;;;;;;;;www.chicagocommons.org;Dan Valliere;Azieb  Gebrehiiwet;;;;;;
696960626;NAEYC_accreditation.csv; Eyes on the Future ;6969 N. Ravenswood Avenue Suite A ;60626;9730771;;;;;;;;;;;;;;;;;;http://www.eyesonthefuture.net;;;;01/31/13;486830;eotfuture@gmail.com;;
696960626;purple_binder_early_childhood.csv; Eyes on the Future Child Care Center;6969 N Ravenswood Avenue ;60626;9730771;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care
700160621;purple_binder_early_childhood.csv; South Central Community Service;7001 S Union Avenue ;60621;6028120;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care
700760636;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS ALTGELD, JOHN P.;7007 S LOOMIS ;60636;5353257;;;;;;;CHICAGO PUBLIC SCHOOLS;WEST ENGLEWOOD;;;;;Mrs. Vera Williams-Willis;Yes;No;No;;;;;;;;;;
700760636;DFSS_AgencySiteLies_2012.csv;Chicago Public Schools Altgeld, John P.;7007 S. Loomis ;60636;5353250;;;;;;;Chicago Public Schools;;;;;;;;;;;www.cps.edu;Paula Cottone;Gloria Davis;;;;;;
700760636;ECE Chicago Find a School scrape.csv; Altgeld;7007 S. Loomis ;60636;5353250;;;;;;West Englewood;;;;;;;;;;;;;HS-HD;;;;;;;
701260707;chapin_dfss_providers_2011_070212.csv;CHICAGO COMMONS ASSOCIATION MY PRECIOUS LITTLE ANGELS;7012 W NORTH AVE ;60707;6371708;;;;;;;CHICAGO COMMONS ASSOCIATION;AUSTIN;;;;;Doris Gadberry;Yes;No;No;;;;;;;;;;
701260707;DFSS_AgencySiteLies_2012.csv;Chicago Commons Association My Precious Little Angels;7012 W North Ave ;60707;6371708;;;;;;;Chicago Commons Association;;;;;;;;;;;www.chicagocommons.org;Dan Valliere;Doris Gadberry;;;;;;
703760637;CPS_Early_Childhood_Portal_scrape.csv; Park Manor;7037 S. Rhodes ;;5353070;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;
703760637;ECE Chicago Find a School scrape.csv; Park Manor;7037 S. Rhodes  ;60637;5353070;;;;;;Greater Grand Crossing;;;;;;;;;;;;;PFA-REG;;;;;;;
703760649;CPS_Early_Childhood_Portal_scrape.csv; Children?s Developmental Institute SS;7037 S. Stony Island ;;3633200;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;
703760649;ECE Chicago Find a School scrape.csv; Children's Dev Inst So Shore;7037 S. Stony Island ;60649;3633200;;;;;;South Shore;;;;;;;;;;;;;CP;;;;;;;
703760649;ECE Chicago Find a School scrape.csv; Children's Dev Inst So Shore I/T;7037 S. Stony Island ;60649;3633200;;;;;;South Shore;;;;;;;;;;;;;CP;;;;;;;
705060621;CPS_Early_Childhood_Portal_scrape.csv; Bond;7050 S. May ;;5353480;;Head Start;5-6 hours;;;;;;;;;;;;;;;;;;;;;;;
705060621;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS BOND, CARRIE JACOBS;7050 S MAY ;60621;5353480;;;;;;;CHICAGO PUBLIC SCHOOLS;ENGLEWOOD;;;;;Mr. Alfonso  Carington;Yes;No;No;;;;;;;;;;
705060621;DFSS_AgencySiteLies_2012.csv;Chicago Public Schools Bond, Carrie Jacobs;7050 S. May, Chicago ;60621;5353480;;;;;Chicago Public Schools;;;;;;;;;;;www.cps.edu;Paula Cottone;Ms. Valesta Cobbs;;;;;;;;
705060621;ECE Chicago Find a School scrape.csv; Bond;7050 S. May ;60621;5353480;;;;;;Englewood;;;;;;;;;;;;;HS-HD;;;;;;;
705860621;purple_binder_early_childhood.csv; Appeal for Charities Ebenezer;7058 S LaFayette Avenue ;60621;6515400;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care
705960626;CPS_Early_Childhood_Portal_scrape.csv; Christopher House - Christopher House - Rogers Park;7059 N Greenview Ave ;;2745477;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;
705960626;CPS_Early_Childhood_Portal_scrape.csv; Christopher House Rogers Park;7059 N. Greenview ;;2745477;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;
705960626;CPS_Early_Childhood_Portal_scrape.csv; Christopher House - Christopher House - Rogers Park;7059 N Greenview Ave ;;2745477;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;
705960626;CPS_Early_Childhood_Portal_scrape.csv; Christopher House - Christopher House - Rogers Park;7059 N Greenview Ave ;;2745477;;State Pre-Kindergarten;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;
705960626;chapin_dfss_providers_2011_070212.csv;CHRISTOPHER HOUSE ROGERS PARK;7059 N GREENVIEW ;60626;2745477;;;;;;;CHRISTOPHER HOUSE;ROGERS PARK;;;;;Joni Rudds;Yes;No;Yes;7073PS(HS Collaboration with Childcare & PreK), 4147PS(Child;;;;;;;;;
705960626;DFSS_AgencySiteLies_2012.csv;Christopher House Rogers Park;7059 N. Greenview ;60626;2745477;;;;;;;Christopher House;;;;;;;;;;;www.christopherhouse.org;Lori Baas;Atena Danner-McPhaden;;;;;;
705960626;NAEYC_accreditation.csv; Christopher House-Rogers Park;7059 North Greenview Avenue  ;60626;2745477;;;;;;;;;;;;;;;;;;http://www.christopherhouse.org;;;;08/31/13;437986;adanner@christopherhouse.org;;
705960626;purple_binder_early_childhood.csv; Christopher House - Rogers Park;7059 N Greenview Avenue ;60626;2745477;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care
705960629;ECE Chicago Find a School scrape.csv; McKay;7059 S. Washtenaw ;60629;5359340;;;;;;Chicago Lawn;;;;;;;;;;;;;HS-HD;;;;;;;
706060629;DFSS_AgencySiteLies_2012.csv;Chicago Public Schools McKay, Francis M.;7060 S. Washtenaw ;60629;5359340;;;;;;;Chicago Public Schools;;;;;;;;;;;www.cps.edu;Paula Cottone;Mrs. Dawn Prather-Hawk;;;;;;
714160621;CPS_Early_Childhood_Portal_scrape.csv; Guggenheim;7141 S. Morgan ;;5353587;;Head Start;5-6 hours;;;;;;;;;;;;;;;;;;;;;;;
714160621;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS GUGGENHEIM, SIMON;7141 S MORGAN ST ;60621;5353587;;;;;;;CHICAGO PUBLIC SCHOOLS;ENGLEWOOD;;;;;Ms. Mary D. McNair;Yes;No;No;;;;;;;;;;
