Id;Source;Site_name;Address;Zip;Phone;Fax;Program_Name;Length_of_Day;IDHS_Provider_ID;Agency;Neighborhood;Funded_Enrollment;Program_Option;Number_per_Site_EHS;Number_per_Site_HS;Director;Head_Start_Fund;Eearly_Head_Start_Fund;CC_fund;Progmod;Website;Executive_Director;Center_Director;ECE_Available_Programs;NAEYC_Valid_Until;NAEYC_Program_Id;Email_Address;Ounce_of_Prevention_Description;Purple_binder_service_type;Column;Column2;PAIR_ID;SCORE;LABEL
20860644;chapin_dfss_providers_2011_070212.csv;NORTH AVENUE DAY NURSERY FCCH-VIOLET JACKSON;208 N MENARD;60644;8246764;;;;;;;NORTH AVENUE DAY NURSERY;AUSTIN;;;;;;No;No;No;;;;;;;;;;;cks-ckson_31;;
60460619;chapin_dfss_providers_2011_070212.csv;CAROLE ROBERTSON CENTER FOR LEARNING FCCH-TITA JACKSON;604 E 88TH ST;60619;8744913;;;;;;;CAROLE ROBERTSON CENTER FOR LEARNING;CHATHAM;;;;;Jolene Martin;Yes;No;No;5990PS(HS Collaboration with Childcare Homes);;;;;;;;;;cks-ckson_31;0.6083929243507715;no
441060638;CPS_Early_Childhood_Portal_scrape.csv;Hull House Assn. LeClaire Hearst Ryder;4410 S. LaPorte;;7670925;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;;ryder_2;;
441060638;purple_binder_early_childhood.csv;Hull House Association - LeClaire-Ryder;4410 S LaPorte Avenue;60638;7675170;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care;ryder_2;0.7303349642453896;yes
390560624;purple_binder_early_childhood.csv;Delano;3905 W Wilcox Street;60624;5346450;;;;;;;;;;;;;;;;;;;;;;;;;;Child Parent Center;ano_15;;
142460622;ECE Chicago Find a School scrape.csv;Lozano;1424 N. Cleaver;60622;5344150;;;;;;West Town;;;;;;;;;;;;;PFA-REG;;;;;;;;ano_15;0.6544975536319156;no
114560640;chapin_dfss_providers_2011_070212.csv;BOARD TRUSTEES-CITY COLLEGES OF CHICAGO TRUMAN COLLEGE;1145 W WILSON AVE;60640;8784740;;;;;;;BOARD TRUSTEES-CITY COLLEGES OF CHICAGO;UPTOWN;;;;;Judi Gibian-Mennenga;Yes;No;No;7099PS(HS Collaboration with Childcare & PreK), 4386PS(Child;;;;;;;;;; college_20;;
71060621;chapin_dfss_providers_2011_070212.csv;BOARD TRUSTEES-CITY COLLEGES OF CHICAGO KENNEDY-KING COLLEGE;710 W 65TH BUILDING Z;60621;6025481;;;;;;;BOARD TRUSTEES-CITY COLLEGES OF CHICAGO;ENGLEWOOD;;;;;Guadalupe Pacias;Yes;No;No;7048PS(HS Collaboration with Childcare & PreK), 4384PS(Child;;;;;;;;;; college_20;0.792623259315017;no
150060651;CPS_Early_Childhood_Portal_scrape.csv;Lutheran Social Services of Illinois - North Austin / LSSI;1500 N Mason Ave;;2371930;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;ssi-ssiah_13;;
292160622;CPS_Early_Childhood_Portal_scrape.csv;Lutheran Social Services of Illinois - Trinidad / LSSI;2921 W Division St;;2789332;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;ssi-ssiah_13;0.807677832141513;no
374060623;ECE Chicago Find a School scrape.csv;Gary;3740 W. 31St St.;60623;5341455;;;;;;South Lawndale;;;;;;;;;;;;;HS-HD;;;;;;;;gary_0;;
374060623;CPS_Early_Childhood_Portal_scrape.csv;Gary;3740 W. 31St St.;;5341455;;Head Start;5-6 hours;;;;;;;;;;;;;;;;;;;;;;;;gary_0;1.0;yes
292160622;CPS_Early_Childhood_Portal_scrape.csv;Lutheran Social Services of Illinois - Trinidad / LSSI;2921 W Division St;;2789332;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;ssi-ssiah_21;;
191060636;DFSS_AgencySiteLies_2012.csv;Lutheran Social Services of Illinois ENGLEWOOD MESSIAH;1910 W. 64th Street;60636;4365110;;;;;;;Lutheran Social Services of Illinois;;;;;;;;;;;www.lssi.org;John Schnier;Delphine Whittlesey;;;;;;;ssi-ssiah_21;0.7602559277380504;no
425060632;DFSS_AgencySiteLies_2012.csv;Chicago Public Schools Shields, James;4250 S Rockwell St.;60632;5357285;;;;;;;Chicago Public Schools;;;;;;;;;;;www.cps.edu;Paula Cottone;Philip Salemi;;;;;;;, james_0;;
365160647;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS MONROE, JAMES;3651 W SCHUBERT AVE;60647;5344155;;;;;;;CHICAGO PUBLIC SCHOOLS;LOGAN SQUARE;;;;;Mr. Edwin  Rivera;Yes;No;No;;;;;;;;;;;, james_0;0.4209634926608957;no
281560623;CPS_Early_Childhood_Portal_scrape.csv;Whitney;2815 S. Komensky;;5341560;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;;itness-itney_5;;
281560623;ECE Chicago Find a School scrape.csv;Whitney;2815 S. Komensky;60623;5341560;;;;;;South Lawndale;;;;;;;;;;;;;PFA-REG;;;;;;;;itness-itney_5;1.0;yes
270060608;CPS_Early_Childhood_Portal_scrape.csv;YMCA of Metropolitan Chicago - Rauner;2700 S Western Ave;;8473115;;Early Head Start;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;;ymca of metropolitan chicago - rauner_8;;
270060608;CPS_Early_Childhood_Portal_scrape.csv;YMCA of Metropolitan Chicago - Rauner;2700 S Western Ave;;8473115;;State Pre-Kindergarten;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;ymca of metropolitan chicago - rauner_8;1.0;yes
444460632;DFSS_AgencySiteLies_2012.csv;El Valor Kiddy Kare Learning Center;4444 S. Kedzie;60632;2476642;;;;;;;El Valor;;;;;;;;;;;www.elvalor.org;Vincent Allocco;Marina Lopez ;;;;;;;el valor kiddy kare learning center_0;;
444460632;chapin_dfss_providers_2011_070212.csv;EL VALOR KIDDY KARE LEARNING CENTER;4444 S KEDZIE;60632;2476642;;;;;;;EL VALOR;BRIGHTON PARK;;;;;Marina Lopez;Yes;No;No;;;;;;;;;;;el valor kiddy kare learning center_0;1.0;yes
165360609;CPS_Early_Childhood_Portal_scrape.csv;Chicago Commons Association - Paulo Freire;1653 W 43rd St;;8262669;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;;chicago commons association - paulo freire_0;;
165360609;CPS_Early_Childhood_Portal_scrape.csv;Chicago Commons Association - Paulo Freire;1653 W 43rd St;;8262669;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;chicago commons association - paulo freire_0;1.0;yes
350060647;NAEYC_accreditation.csv;Logan Square YMCA First Lutheran Head Start;3500 West Fullerton;60647;8625960;;;;;;;;;;;;;;;;;;http://www.ymcachicago.org;;;;04/30/15;546223;niramirez@ymcachicago.org;;;n head start_14;;
150060651;DFSS_AgencySiteLies_2012.csv;Lutheran Social Services of Illinois NORTH AUSTIN HEAD START;1500 N. Mason;60651;2371930;;;;;;;Lutheran Social Services of Illinois;;;;;;;;;;;www.lssi.org;John Schnier;Doris Holden;;;;;;;n head start_14;0.435265336846067;no
4444;ECE Chicago Find a School scrape.csv;Woodson South;4511 S. Evans Ave;60653;5351280;;;;;;Grand Boulevard;;;;;;;;;;;;;HS-FD;;;;;;;;woodson south_1;;
4444;CPS_Early_Childhood_Portal_scrape.csv;Woodson South;4444 S. Evans Ave;;5351280;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;;woodson south_1;1.0;yes
1124;CPS_Early_Childhood_Portal_scrape.csv;South East Asia Center - South-East Asia Center(Ainslie);1124 W Ainslie St;;9897433;;School Age;PART DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;south east asia center - south-east asia center(ainslie)_2;;
1124;CPS_Early_Childhood_Portal_scrape.csv;South East Asia Center - South-East Asia Center(Ainslie);1124 W Ainslie St;;9897433;;State Pre-Kindergarten;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;south east asia center - south-east asia center(ainslie)_2;1.0;yes
183460647;CPS_Early_Childhood_Portal_scrape.csv;YMCA of Metropolitan Chicago - McCormick Tribune- YMCA;1834 N Lawndale Ave;;2352525;;School Age;PART DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;ymca of metropolitan chicago - mccormick tribune- ymca_1;;
183460647;CPS_Early_Childhood_Portal_scrape.csv;YMCA of Metropolitan Chicago - McCormick Tribune- YMCA;1834 N Lawndale Ave;;2352525;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;;ymca of metropolitan chicago - mccormick tribune- ymca_1;1.0;yes
433260613;CPS_Early_Childhood_Portal_scrape.csv;Ravenswood;4332 N. Paulina St.;;5345525;;Tuition Based Preschool;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;;wood_14;;
10041;CPS_Early_Childhood_Portal_scrape.csv;Fernwood;10041 S. Union;;5352700;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;;wood_14;0.6776439593526533;no
315160612;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS BEIDLER, JACOB;3151 W WALNUT;60612;5346811;;;;;;;CHICAGO PUBLIC SCHOOLS;EAST GARFIELD PARK;;;;;Ms. Shirley Ewings;Yes;No;No;;;;;;;;;;;chicago public schools beidler, jacob_0;;
315160612;DFSS_AgencySiteLies_2012.csv;Chicago Public Schools Beidler, Jacob;3151 W. Walnut;60612;5346811;;;;;;;Chicago Public Schools;;;;;;;;;;;www.cps.edu;Paula Cottone;Mr Charles Anderson;;;;;;;chicago public schools beidler, jacob_0;1.0;yes
430160653;chapin_dfss_providers_2011_070212.csv;CENTERS FOR NEW HORIZONS EFFIE ELLIS;4301 S COTTAGE GROVE;60653;5489839;;;;;;;CENTERS FOR NEW HORIZONS;KENWOOD;;;;;Valerie Jones;Yes;No;Yes;8012IT(Child Care IT Center), 7116PS(HS Collaboration with C;;;;;;;;;; effie ellis_6;;
430160653;CPS_Early_Childhood_Portal_scrape.csv;Centers For New Horizons - Effie Ellis;4301 S Cottage Grove Ave;;;;School Age;PART DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;; effie ellis_6;0.4012043658261197;yes
425960641;chapin_dfss_providers_2011_070212.csv;HENRY BOOTH HOUSE LIVING WITNESS;4259 N LARAMIE;60641;;;;;;;;HENRY BOOTH HOUSE;PORTAGE PARK;;;;;;Yes;No;No;;;;;;;;;;;henry booth house living witness_0;;
425960641;DFSS_AgencySiteLies_2012.csv;Henry Booth House Living Witness;4259 N Laramie;60641;;;;;;;;Henry Booth House;;;;;;;;;;;www.henryboothhouse.org;Scott Perkins;;;;;;;;henry booth house living witness_0;1.0;yes
434460609;chapin_dfss_providers_2011_070212.csv;HENRY BOOTH HOUSE JONES ACADEMY;4344 S WENTWORTH AVE;60609;5363757;;;;;;;HENRY BOOTH HOUSE;FULLER PARK;;;;;Felicia Jones;Yes;No;No;;;;;;;;;;;s academy_16;;
475360644;chapin_dfss_providers_2011_070212.csv;EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO FIRST START CHILDREN'S ACADEMY;4753 W WASHINGTON BLVD;60644;3794928;;;;;;;EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO;AUSTIN;;;;;Ms. Cachet;Yes;Yes;No;;;;;;;;;;;s academy_16;0.4012043658261197;no
760624;CPS_Early_Childhood_Portal_scrape.csv;YMCA of Metropolitan Chicago - Garfield Head Start/Child Developmental Center- YMCA;7 N Homan Ave;;2653900;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;;ymca of metropolitan chicago - garfield head start/child developmental center- ymca_5;;
760624;CPS_Early_Childhood_Portal_scrape.csv;YMCA of Metropolitan Chicago - Garfield Head Start/Child Developmental Center- YMCA;7 N Homan Ave;;2653900;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;ymca of metropolitan chicago - garfield head start/child developmental center- ymca_5;1.0;yes
191260643;chapin_dfss_providers_2011_070212.csv;BEACON THERAPEUTIC BEACON THERAPEUTIC;1912 W 103RD ST;60643;2981243;;;;;;;BEACON THERAPEUTIC;BEVERLY;;;;;Susan Reyna-Guerrero;No;Yes;No;;;;;;;;;;;beacon therapeutic beacon therapeutic_0;;
191260643;DFSS_AgencySiteLies_2012.csv;Beacon Therapeutic Beacon Therapeutic;1912 W 103rd St;60643;2981243;;;;;;;Beacon Therapeutic;;;;;;;;;;;www.beacon-therapeutic.org;Susan Reyna-Guerrero;Susan Reyna-Guerrero;;;;;;;beacon therapeutic beacon therapeutic_0;1.0;yes
232560608;CPS_Early_Childhood_Portal_scrape.csv;El Hogar del Nino/Cuidar - El Hogar del Nino/Cuidar- California;2325 S California Ave;;5231629;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;;el hogar del nino/cuidar - el hogar del nino/cuidar- california_1;;
232560608;CPS_Early_Childhood_Portal_scrape.csv;El Hogar del Nino/Cuidar - El Hogar del Nino/Cuidar- California;2325 S California Ave;;5231629;;Early Head Start;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;;el hogar del nino/cuidar - el hogar del nino/cuidar- california_1;1.0;yes
250160629;CPS_Early_Childhood_Portal_scrape.csv;Mother?s Touch I;2501 W. 71st Street;;4363177;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;;s touch i-s touch ii_1;;
254760629;ECE Chicago Find a School scrape.csv;Mother's Touch II;2547 W. 69th Street;60629;4712532;;;;;;Chicago Lawn;;;;;;;;;;;;;CP;;;;;;;;s touch i-s touch ii_1;0.8136996612721114;no
71160628;purple_binder_early_childhood.csv;Abraham Lincoln Centre;7 E 119th Street;60628;2647633;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care;abraham lincoln centre_0;;
135460636;purple_binder_early_childhood.csv;Abraham Lincoln Centre;1354 W 61st Street;60636;4715100;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care;abraham lincoln centre_0;1.0;no
162460608;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS COOPER DUAL LANGUAGE ACADEMY, PETER;1624 W 19TH STREET;60608;5347205;;;;;;;CHICAGO PUBLIC SCHOOLS;LOWER WEST SIDE;;;;;Ms. Martha  Monrroy;Yes;No;No;;;;;;;;;;;chicago public schools cooper dual language academy, peter_0;;
162460608;DFSS_AgencySiteLies_2012.csv;Chicago Public Schools Cooper Dual Language Academy, Peter;1624 W. 19th Street;60608;5347205;;;;;;;Chicago Public Schools;;;;;;;;;;;www.cps.edu;Paula Cottone;Ms. Martha Monrroy;;;;;;;chicago public schools cooper dual language academy, peter_0;1.0;yes
155660637;CPS_Early_Childhood_Portal_scrape.csv;Harte;1556 E. 56Th St.;;5350870;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;;harte-harter_0;;
155660637;ECE Chicago Find a School scrape.csv;Harte;1556 E. 56th St.;60637;5350870;;;;;;Hyde Park;;;;;;;;;;;;;PFA-REG;;;;;;;;harte-harter_0;1.0;yes
32860621;purple_binder_early_childhood.csv;Parker;328 W 69th Street;60621;5353853;;;;;;;;;;;;;;;;;;;;;;;;;;Child Parent Center;ker_1;;
9746;CPS_Early_Childhood_Portal_scrape.csv;Wacker;9746 S. Morgan;;5352821;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;;ker_1;0.7277004140007527;no
162460608;CPS_Early_Childhood_Portal_scrape.csv;Cooper;1624 W. 19Th St.;;5347205;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;;cooper_0;;
162460608;CPS_Early_Childhood_Portal_scrape.csv;Cooper;1624 W. 19Th St.;;5347205;;Head Start;5-6 hours;;;;;;;;;;;;;;;;;;;;;;;;cooper_0;1.0;yes
95560621;ECE Chicago Find a School scrape.csv;Holmes;955 W. Garfield;60621;5359025;;;;;;Englewood;;;;;;;;;;;;;HS-HD;;;;;;;;holmes_1;;
95560621;CPS_Early_Childhood_Portal_scrape.csv;Holmes;955 W. Garfield;;5359025;;Head Start;5-6 hours;;;;;;;;;;;;;;;;;;;;;;;;holmes_1;1.0;yes
470760629;DFSS_AgencySiteLies_2012.csv;Chicago Public Schools Azuela, Mariano;4707 W. Marquette;60629;5357395;;;;;;;Chicago Public Schools;;;;;;;;;;;www.cps.edu;Paula Cottone;Carmen Navarro;;;;;;;chicago public schools azuela, mariano_0;;
470760629;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS AZUELA, MARIANO;4707 W MARQUETTE;60629;5357395;;;;;;;CHICAGO PUBLIC SCHOOLS;WEST LAWN;;;;;Carmen Navarro;Yes;No;No;;;;;;;;;;;chicago public schools azuela, mariano_0;1.0;yes
265360608;ECE Chicago Find a School scrape.csv;Gads Hill Child Care;2653 W. Ogden;60608;5211196;;;;;;North Lawndale;;;;;;;;;;;;;CP;;;;;;;; child care_5;;
20160606;purple_binder_early_childhood.csv;The Honey Tree Child Care;201 N Clark Street Floor 2;60606;5539100;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care; child care_5;0.6236356793375988;no
322260651;CPS_Early_Childhood_Portal_scrape.csv;Chicago Youth Centers - Centro Nuestro / CYC;3222 W Division Ave;;4893157;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;; cyc- cycle_52;;
46160628;CPS_Early_Childhood_Portal_scrape.csv;Chicago Youth Centers - Roseland / CYC;461 E 111th St;;4684405;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;; cyc- cycle_52;0.7602559277380504;no
171160609;DFSS_AgencySiteLies_2012.csv;El Valor Little Tykes I;1711 W. 35th Street;60609;2547710;;;;;;;El Valor;;;;;;;;;;;www.elvalor.org;Vincent Allocco;Sara Matta;;;;;;;el valor little tykes i-el valor little tykes ii_2;;
172360609;DFSS_AgencySiteLies_2012.csv;El Valor Little Tykes II;1723 W. 35th Street;60609;5791791;;;;;;;El Valor;;;;;;;;;;;www.elvalor.org;Vincent Allocco;Laura Gonzalez ;;;;;;;el valor little tykes i-el valor little tykes ii_2;0.8407978923598043;no
305060617;CPS_Early_Childhood_Portal_scrape.csv;El Valor - Rey Gonzalez Children & Family Center;3050 E 92nd St;;7219311;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;; children & family center_5;;
195160608;DFSS_AgencySiteLies_2012.csv;El Valor Guadalupe Reyes Children & Family Center;1951 W. 19th St.;60608;9972021;;;;;;;El Valor;;;;;;;;;;;www.elvalor.org;Vincent Allocco;Rosa Moreno ;;;;;;; children & family center_5;0.7576213774934136;no
290560618;ECE Chicago Find a School scrape.csv;Mary Crane North;2905 N. Leavitt;60618;3485528;;;;;;North Center;;;;;;;;;;;;;CP;;;;;;;;rth_10;;
1500;CPS_Early_Childhood_Portal_scrape.csv;Marcy Newberry Association - New Birth;1500 W 69th St;;4710699;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;;rth_10;0.6529920963492661;no
390560624;purple_binder_early_childhood.csv;Delano;3905 W Wilcox Street;60624;5346450;;;;;;;;;;;;;;;;;;;;;;;;;;Child Parent Center;ano_19;;
272360647;CPS_Early_Childhood_Portal_scrape.csv;Brentano;2723 N. Fairfield;;5344100;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;;ano_19;0.6544975536319156;no
760624;CPS_Early_Childhood_Portal_scrape.csv;YMCA of Metropolitan Chicago - Garfield Head Start/Child Developmental Center- YMCA;7 N Homan Ave;;2653900;;Early Head Start;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;;- ymca_16;;
183460647;CPS_Early_Childhood_Portal_scrape.csv;YMCA of Metropolitan Chicago - McCormick Tribune- YMCA;1834 N Lawndale Ave;;2352525;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;- ymca_16;0.7122694768535943;no
24060628;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS HUGHES, LANGSTON;226 W 104TH ST;60628;5355075;;;;;;;CHICAGO PUBLIC SCHOOLS;ROSELAND;;;;;Anita Muse;Yes;No;No;;;;;;;;;;;chicago public schools hughes, langston_0;;
24060628;DFSS_AgencySiteLies_2012.csv;Chicago Public Schools Hughes, Langston;240 W. 104th St.;60628;5355075;;;;;;;Chicago Public Schools;;;;;;;;;;;www.cps.edu;Paula Cottone;Anita Muse;;;;;;;chicago public schools hughes, langston_0;1.0;yes
234560647;ECE Chicago Find a School scrape.csv;Easter Seals Gilchrist Marchman;2345 W. North Ave;60647;2764000;;;;;;West Town;;;;;;;;;;;;;CP;;;;;;;;marchman_0;;
1001;CPS_Early_Childhood_Portal_scrape.csv;Easter Seals Society of Metropolitan Chicago - Gilchrist-Marchman;1001 W Roosevelt Rd;;9395115;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;marchman_0;0.7039894617990214;no
90260627;CPS_Early_Childhood_Portal_scrape.csv;Wheatley CPC;902 E. 133rd Pl;;5355718;;Head Start;5-6 hours;;;;;;;;;;;;;;;;;;;;;;;;ey cpc_22;;
63860609;ECE Chicago Find a School scrape.csv;Dewey CPC;638 W. 54Th Pl.;60609;5351671;;;;;;New City;;;;;;;;;;;;;CPC-FD;;;;;;;;ey cpc_22;0.6910048927361686;no
233460649;purple_binder_early_childhood.csv;Kenyatta's Day Care;2334 E 75th Street;60649;2213777;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care;kenyatta's day care_2;;
233460649;CPS_Early_Childhood_Portal_scrape.csv;Chicago State University - Kenyatta's Day Care;2334 E 75th;;2213777;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;kenyatta's day care_2;0.5698155814828755;yes
8151;CPS_Early_Childhood_Portal_scrape.csv;Human Resources Development Institute - Human Resources Development Institute;8151 S Western Ave;;8631145;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;; development institute_0;;
341160624;purple_binder_early_childhood.csv;Fifth City Chicago Child Development Institute;3411 W Fifth Avenue;60624;8268686;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care; development institute_0;0.502822732404968;no
111060657;ECE Chicago Find a School scrape.csv;Thresholds Mothers' Project;1110 W. Belmont;60657;4720328;;;;;;Lake View;;;;;;;;;;;;;CP;;;;;;;; project_14;;
111060657;purple_binder_early_childhood.csv;Thresholds - Mother's Project;1110 W Belmont Avenue;60657;5373290;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care; project_14;0.8136996612721114;yes
163060657;ECE Chicago Find a School scrape.csv;Burley;1630 W. Barry;60657;5345475;;;;;;Lake View;;;;;;;;;;;;;PFA-REG;;;;;;;;urley_13;;
163060657;ECE Chicago Find a School scrape.csv;Burley;1630 W. Barry;60657;5345475;;;;;;Lake View;;;;;;;;;;;;;TB;;;;;;;;urley_13;1.0;yes
425560651;CPS_Early_Childhood_Portal_scrape.csv;Salvation Army New Hope;4255 W. Division;;7724908;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;;salvation army new hope_1;;
425560651;chapin_dfss_providers_2011_070212.csv;SALVATION ARMY NEW HOPE;4255 W DIVISION;60651;7724908;;;;;;;SALVATION ARMY;HUMBOLDT PARK;;;;;Catherine Eason;Yes;No;No;3278PS(HS Collaboration with Childcare & PreK);;;;;;;;;;salvation army new hope_1;1.0;yes
233260608;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS FINKL, WILLIAM F.;2332 S WESTERN AVE;60608;5355850;;;;;;;CHICAGO PUBLIC SCHOOLS;LOWER WEST SIDE;;;;;Mr. Abelino Quintero;Yes;No;No;;;;;;;;;;;, william f.-, william h._2;;
460060609;DFSS_AgencySiteLies_2012.csv;Chicago Public Schools Seward, William H.;4600 S Hermitage Ave.;60609;5354890;;;;;;;Chicago Public Schools;;;;;;;;;;;www.cps.edu;Paula Cottone;Nora Cardenas;;;;;;;, william f.-, william h._2;0.45238991343620627;no
240160616;CPS_Early_Childhood_Portal_scrape.csv;Henry Booth House Hilliard at Quinn Chapel;2401 S. Wabash;;7919710;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;;apel-apes_1;;
265160612;DFSS_AgencySiteLies_2012.csv;Chicago Public Schools Dodge Renaissance Academy, Mary Mapes;2651 West Washington;60612;5346640;;;;;;;Chicago Public Schools;;;;;;;;;;;www.cps.edu;Paula Cottone;Edward Morris/Debra Moriarty;;;;;;;apel-apes_1;0.435265336846067;no
422560653;DFSS_AgencySiteLies_2012.csv;Chicago Public Schools Robinson, Jackie R.;4225 S. Lake Park Ave.;60653;5351777;;;;;;;Chicago Public Schools;;;;;;;;;;;www.cps.edu;Paula Cottone;Ms. Sonja Spiller;;;;;;; r._1;;
53560653;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS DOOLITTLE, JAMES R.;535 EAST 35TH STREET;60653;5351050;;;;;;;CHICAGO PUBLIC SCHOOLS;DOUGLAS;;;;;Ms. Lori A. Lennix;Yes;No;No;;;;;;;;;;; r._1;0.4004516371847949;no
190060612;DFSS_AgencySiteLies_2012.csv;Hektoen Institute Early Head Start Program at Stroger Hospital;1900 W Polk;60612;8646560;;;;;;;Hektoen Institute;;;;;;;;;;;;Grace Ortiz;Grace Ortiz;;;;;;;hektoen institute early head start program at stroger hospital_0;;
190060612;chapin_dfss_providers_2011_070212.csv;HEKTOEN INSTITUTE EARLY HEAD START PROGRAM AT STROGER HOSPITAL;1900 W POLK;60612;8646560;;;;;;;HEKTOEN INSTITUTE;NEAR WEST SIDE;;;;;Grace Ortiz;No;Yes;No;;;;;;;;;;;hektoen institute early head start program at stroger hospital_0;1.0;yes
390160609;chapin_dfss_providers_2011_070212.csv;CENTERS FOR NEW HORIZONS IDA B. WELLS AT DAWSON;3901 S STATE;60609;5367864;;;;;;;CENTERS FOR NEW HORIZONS;GRAND BOULEVARD;;;;;Carolyn Terry;Yes;No;No;4391IT(Child Care IT Center), 4390PS(HS Collaboration with C;;;;;;;;;;centers for new horizons ida b. wells at dawson_0;;
390160609;DFSS_AgencySiteLies_2012.csv;Centers For New Horizons Ida B. Wells at Dawson;3901 S. State;60609;5367864;;;;;;;Centers For New Horizons;;;;;;;;;;;www.cnh.org;Sokoni Karanja, Pres.;Carolyn Terry;;;;;;;centers for new horizons ida b. wells at dawson_0;1.0;yes
340160625;CPS_Early_Childhood_Portal_scrape.csv;Albany Park Community Center - Albany Park Day Care - Ainslie;3401 W Ainslie St;;5395907;;State Pre-Kindergarten;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;ainslie-ainslie)_49;;
1124;CPS_Early_Childhood_Portal_scrape.csv;South East Asia Center - South-East Asia Center(Ainslie);1124 W Ainslie St;;9897433;;State Pre-Kindergarten;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;ainslie-ainslie)_49;0.5406473466315393;no
352760609;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS MCCLELLAN, GEORGE B.;3527 S WALLACE;60609;5351732;;;;;;;CHICAGO PUBLIC SCHOOLS;BRIDGEPORT;;;;;Mary E.  Garcia-Humphreys;Yes;No;No;;;;;;;;;;; b._9;;
