Id	Jan	Feb	Mar	Apr	May	Jun	Jul	Aug	Sep	Oct	Nov	Dec
142908	0	1	5	2	5	0	1	0	0	1	2	0
142909	1	1	2	5	5	2	2	1	4	7	3	2
142910	1	0	0	5	0	0	0	1	2	9	4	1
142911	1	1	4	2	5	1	1	0	0	0	5	0
142912	1	0	5	3	4	0	0	1	4	8	5	2
142913	1	1	0	5	5	0	1	1	5	4	3	2
142914	0	1	3	5	4	1	2	1	2	2	1	2
142915	1	0	1	4	5	2	0	1	2	7	4	0
142916	1	1	5	5	3	1	1	1	5	0	5	1
142917	0	1	0	3	1	2	2	0	0	0	3	2
142918	0	1	2	1	2	2	1	1	2	8	0	1
142919	0	0	2	0	5	0	2	0	1	3	5	2
142920	0	0	0	4	5	1	1	1	3	8	3	1
142921	1	1	2	0	3	2	2	1	4	1	3	2
142922	1	0	0	2	4	2	1	1	1	9	5	1
142923	0	0	2	3	5	1	1	1	2	0	3	0
142924	1	0	3	4	1	1	1	0	0	10	5	2
142925	0	0	5	2	2	0	2	0	5	10	5	1
142926	0	1	3	0	5	1	1	0	3	8	4	1
142927	0	0	2	1	1	2	1	0	4	0	0	1
142928	0	1	5	2	2	2	0	1	4	6	2	0
142929	0	0	5	3	2	1	2	0	5	3	2	0
142930	1	0	1	4	5	0	0	0	0	5	5	1
142931	0	0	1	3	2	1	0	1	0	10	4	2
142932	0	1	4	1	0	1	1	0	1	2	4	2
142933	0	0	4	0	4	0	2	0	1	3	5	1
142934	0	1	4	4	1	0	0	0	0	3	3	0
142935	1	1	0	0	2	2	2	1	0	6	5	0
142936	1	0	5	0	2	1	1	0	2	7	5	0
142937	1	1	2	5	0	2	0	0	2	3	0	1
142938	0	1	3	3	1	1	1	1	3	3	1	0
142939	1	0	5	2	4	1	2	1	3	7	4	1
142940	0	0	4	3	5	1	2	0	4	3	4	0
142941	1	1	0	0	5	2	0	0	4	9	3	2
142942	1	0	4	5	0	0	1	1	1	7	3	1
142943	0	1	0	3	0	0	2	1	4	10	2	0
142944	0	1	2	2	4	2	1	1	4	0	0	1
142945	0	1	5	0	4	2	0	0	4	5	1	2
142946	1	0	1	2	3	0	2	0	1	10	2	0
142947	1	1	2	1	0	0	2	1	3	10	2	2
142948	0	0	0	1	2	2	2	1	4	2	5	2
142949	1	1	4	2	3	1	2	0	4	1	1	2
142950	1	0	0	4	3	1	1	1	2	6	5	0
142951	1	0	2	0	3	2	1	1	4	8	0	1
142952	1	1	2	1	0	2	2	0	1	9	0	1
142953	1	1	3	3	5	2	1	1	5	10	4	0
142954	1	1	2	3	4	1	1	0	1	10	4	0
142955	1	0	1	2	4	1	1	1	4	2	1	2
142956	0	0	0	3	3	1	0	0	4	0	5	2
142957	1	1	1	4	3	0	2	0	2	8	0	2
142958	0	1	0	3	5	2	1	0	0	6	2	2
142959	0	1	1	5	2	0	1	1	1	7	0	1
142960	0	0	5	0	2	2	2	1	5	9	1	2
142961	1	0	5	0	0	1	1	0	5	4	3	0
142962	0	1	2	5	1	2	1	0	3	5	3	2
142963	1	0	1	0	1	0	2	0	5	9	0	2
142964	0	1	0	5	0	2	2	1	5	8	0	2
142965	1	0	2	0	2	2	2	0	3	2	1	1
142966	1	1	2	2	5	1	1	0	0	5	3	1
142967	0	0	4	2	4	0	1	1	0	9	3	1
142968	0	1	4	1	4	1	1	1	1	2	3	1
142969	0	1	3	4	5	0	0	1	0	3	1	2
142970	0	0	1	1	5	1	0	0	2	8	1	1
142971	1	0	1	1	2	2	1	1	5	4	5	0
142972	0	1	1	2	1	2	0	1	2	7	3	2
142973	0	0	2	4	1	0	1	1	4	9	4	2
142974	1	1	5	1	2	0	1	1	0	9	5	1
142975	0	0	1	4	4	2	2	0	1	1	3	2
142976	1	1	4	0	0	0	1	0	4	10	2	1
142977	1	0	1	1	4	0	1	0	3	1	0	0
142978	1	1	2	2	3	0	2	0	3	8	1	1
142979	1	0	2	1	0	0	2	1	0	0	1	0
142980	0	0	2	5	3	2	2	0	0	5	5	1
142981	1	1	4	2	2	1	1	1	4	6	5	0
142982	1	1	1	1	3	2	1	0	4	7	1	0
142983	1	1	5	5	5	0	1	1	5	7	0	0
142984	1	0	4	3	4	2	1	0	2	10	0	0
142985	0	1	1	3	3	1	1	0	2	10	5	1
142986	1	1	0	1	5	1	2	1	4	7	4	0
142987	1	1	2	2	1	0	0	0	3	4	5	2
142988	0	1	5	0	2	2	1	1	4	2	3	2
142989	1	1	4	5	2	0	2	1	1	10	0	2
142990	0	0	2	0	4	2	1	1	5	1	4	2
142991	1	0	2	0	0	2	1	1	0	9	3	2
142992	0	0	4	5	3	0	1	0	1	5	5	0
142993	1	1	2	5	2	0	1	1	0	4	4	1
142994	0	0	4	2	1	1	1	1	5	7	1	0
142995	0	0	0	1	0	0	1	0	3	3	4	1
142996	0	1	5	5	4	2	0	0	1	10	3	2
142997	0	0	3	5	2	1	0	1	3	10	1	0
142998	1	0	3	4	5	2	2	1	3	3	1	2
142999	0	1	5	4	4	2	0	1	5	6	3	2
143000	0	0	0	5	5	0	2	0	1	5	1	1
143001	0	0	4	4	0	0	0	0	4	7	4	1
143002	1	0	1	3	1	1	0	0	5	5	1	1
143003	1	0	1	1	0	2	0	0	0	3	1	2
143004	0	0	5	5	4	2	0	0	4	0	4	2
143005	0	0	2	3	4	2	2	1	5	7	5	1
143006	0	1	5	5	4	0	1	0	1	1	0	2
143007	1	0	0	5	2	1	2	0	4	1	5	0
143008	0	1	0	0	1	2	0	0	1	5	1	1
143009	0	0	5	5	3	2	0	0	1	8	3	1
143010	0	0	0	2	1	1	2	1	0	5	1	1
143011	1	0	4	2	3	0	0	1	3	1	0	2
143012	0	1	0	3	4	1	2	1	0	5	1	2
143013	1	1	1	1	0	0	1	1	2	9	3	2
143014	1	1	2	0	4	2	0	0	5	2	0	0
143015	0	1	3	1	2	1	0	0	3	5	3	1
143016	1	1	0	4	3	0	2	1	1	7	0	0
143017	1	1	4	4	0	1	2	1	0	5	5	1
143018	1	1	2	3	0	2	0	1	3	4	2	0
143019	0	1	0	3	2	2	0	0	1	2	4	2
143020	0	1	0	4	4	2	2	0	4	4	0	1
143021	0	1	4	2	3	2	2	0	5	10	5	2
143022	0	1	0	2	3	0	0	1	2	0	1	1
143023	1	1	1	0	2	1	2	0	4	4	1	2
143024	0	1	5	3	0	2	2	1	0	9	1	0
143025	0	1	2	1	3	1	0	0	1	8	1	2
143026	1	0	3	4	4	0	0	1	5	2	0	0
143027	0	1	4	3	0	1	0	0	5	10	5	1
143028	0	0	5	3	4	1	1	1	5	4	4	2
143029	0	1	1	0	5	1	2	0	3	7	2	0
143030	0	0	4	0	0	0	0	1	5	10	2	2
143031	0	1	0	4	4	0	0	1	1	3	2	1
143032	1	1	1	0	2	2	2	0	4	2	4	1
143033	0	1	3	5	2	0	0	0	0	9	1	1
143034	1	0	0	1	2	1	1	0	5	8	4	0
143035	0	1	0	1	5	2	1	1	2	8	4	2
143036	1	1	0	2	3	1	1	0	2	1	4	0
143037	1	1	0	0	5	2	1	1	0	0	4	0
143038	0	1	5	4	1	1	1	1	4	5	3	0
143039	0	1	1	3	2	2	1	1	1	0	3	1
143040	0	1	4	0	0	1	1	0	0	4	1	2
143041	0	1	4	4	1	0	1	0	5	3	3	0
143042	0	1	1	2	2	1	1	0	3	2	0	0
143043	1	1	4	2	0	2	2	0	5	5	1	1
143044	1	0	3	3	1	0	2	1	0	2	5	2
143045	1	1	3	2	2	2	0	1	3	0	0	2
143046	1	1	1	5	1	0	0	1	2	8	5	0
143047	1	1	0	3	5	1	2	0	1	9	1	0
143048	1	0	1	1	1	0	2	0	5	8	0	1
143049	0	1	1	2	4	2	2	0	2	7	3	0
143050	0	0	3	0	4	0	2	1	1	10	0	0
143051	1	1	3	5	3	0	0	0	3	5	3	0
143052	0	0	3	5	0	0	2	0	0	5	0	0
143053	1	0	1	0	4	0	1	1	4	7	3	1
143054	1	1	3	3	2	2	1	1	0	3	4	2
143055	1	1	0	5	0	2	0	0	1	0	3	1
143056	1	1	0	5	1	2	1	0	5	4	5	0
143057	0	1	3	5	3	0	2	0	3	8	2	0
143058	1	1	2	3	2	0	1	1	5	5	0	1
143059	0	1	0	2	5	2	2	1	1	5	0	1
143060	1	1	1	2	3	0	0	1	5	2	3	2
143061	0	0	3	1	2	2	2	0	0	1	1	0
143062	1	1	2	4	2	2	2	0	0	5	1	0
143063	0	1	5	0	2	0	0	1	1	3	5	2
143064	0	0	3	3	5	1	1	1	3	2	2	2
143065	1	0	3	1	0	1	2	0	1	1	3	2
143066	0	0	0	5	0	0	0	1	0	0	0	1
143067	0	0	2	5	4	2	2	0	2	4	2	2
143068	0	0	0	3	5	2	1	0	4	10	2	0
143069	0	1	2	4	0	2	2	1	0	6	3	0
143070	0	0	2	0	4	2	2	1	0	10	0	1
143071	1	1	2	0	2	2	2	1	1	9	1	1
143072	1	0	3	1	2	0	0	1	0	8	0	0
143073	1	0	4	2	4	0	2	1	4	5	4	0
143074	1	0	0	3	2	2	0	1	0	8	0	2
143075	0	1	1	4	5	0	0	0	2	5	3	0
143076	1	0	2	1	2	2	0	1	5	1	1	0
143077	0	1	4	1	2	1	2	1	2	7	1	0
143078	0	0	4	0	3	0	1	0	5	1	4	0
143079	0	1	0	0	2	1	2	0	2	3	1	0
143080	1	1	5	0	4	0	2	0	1	5	0	0
143081	1	1	2	0	1	2	0	0	4	10	3	2
143082	1	1	3	3	2	1	1	1	0	1	5	2
143083	1	1	4	4	1	0	0	1	3	8	1	2
143084	0	0	0	5	4	0	1	0	0	7	0	2
143085	1	0	2	4	4	0	0	1	0	2	2	0
143086	1	1	5	3	4	0	1	1	1	6	5	2
143087	1	0	5	5	0	0	2	1	5	0	1	0
143088	1	0	0	1	4	0	2	0	2	8	4	2
143089	0	1	0	1	1	0	0	0	2	2	4	2
143090	1	0	5	2	0	1	0	0	2	6	3	2
143091	0	1	2	4	2	1	2	0	1	8	1	2
143092	0	0	5	4	2	0	2	1	5	8	5	0
143093	1	0	5	4	2	2	2	0	1	4	5	0
143094	1	0	1	5	0	1	0	1	1	6	2	0
143095	1	1	0	1	2	0	0	0	4	2	3	0
143096	1	1	5	1	1	1	2	1	5	5	0	1
143097	0	1	3	0	2	1	0	1	3	8	0	0
143098	1	0	0	1	5	2	1	0	4	8	1	0
143099	1	1	2	1	0	1	1	1	4	4	4	0
143100	1	0	5	3	1	0	1	1	0	3	5	0
143101	0	1	5	0	5	0	2	1	0	6	1	2
143102	1	0	5	3	3	1	0	1	4	4	2	0
143103	1	0	0	2	4	0	2	1	1	0	2	2
143104	1	1	2	2	0	0	2	0	2	0	2	2
143105	1	0	2	4	0	2	2	0	0	6	5	0
143106	1	0	5	4	5	0	0	0	4	8	0	1
143107	0	1	0	2	2	0	1	0	5	8	4	0
143108	1	0	4	4	1	0	1	0	0	10	0	1
143109	1	1	3	3	1	1	1	1	5	0	4	1
143110	1	1	3	1	5	2	2	1	3	3	5	1
143111	1	0	4	3	2	1	1	1	2	3	3	2
143112	1	1	5	3	2	2	0	0	0	9	3	0
143113	0	0	4	0	2	2	2	0	1	2	5	0
143114	0	1	4	5	2	2	1	1	3	1	2	1
143115	0	1	4	2	0	0	1	1	3	3	4	1
143116	0	0	2	0	2	2	2	1	3	10	4	0
143117	0	1	3	0	3	2	0	1	4	9	4	2
143118	1	0	1	3	2	0	1	0	0	9	0	0
143119	0	0	5	0	5	1	1	1	1	7	1	0
143120	0	1	5	5	5	0	1	1	1	1	4	2
143121	0	0	1	2	3	0	0	0	3	10	4	1
143122	1	0	4	4	5	0	0	0	2	5	3	0
143123	0	1	5	0	0	1	1	1	2	8	5	2
143124	0	1	1	0	3	2	2	0	4	0	1	0
143125	0	0	2	4	2	1	2	1	4	6	0	1
143126	0	0	2	2	0	1	1	0	0	0	3	2
143127	1	1	1	1	0	0	2	0	2	1	0	1
143128	0	1	5	5	5	2	0	1	3	2	4	0
143129	1	1	0	5	0	1	2	1	4	0	3	1
143130	1	0	0	2	0	0	1	1	0	9	0	2
143131	1	1	5	1	4	1	0	1	4	2	1	0
143132	0	0	3	4	4	1	2	0	1	5	3	1
143133	1	1	3	1	2	2	2	0	2	3	2	0
143134	0	0	3	0	4	0	0	1	4	9	4	1
143135	0	1	1	1	0	1	2	1	0	1	0	2
143136	0	0	4	2	2	0	0	0	1	2	1	2
143137	0	1	1	0	3	0	2	0	3	7	1	0
143138	1	0	3	1	2	0	2	0	2	9	2	2
143139	1	0	1	4	5	2	1	0	2	9	2	2
143140	0	0	2	4	5	0	0	0	4	8	0	1
143141	0	0	1	5	3	0	1	1	0	8	1	1
143142	1	0	4	4	3	0	2	0	5	8	0	1
143143	1	1	2	3	1	1	2	0	4	5	0	2
143144	1	0	3	5	2	1	1	1	1	4	2	1
143145	1	0	1	0	2	0	2	0	5	7	0	1
143146	1	0	5	1	3	1	2	1	3	9	2	2
143147	1	0	2	3	3	0	0	0	1	5	2	0
143148	1	0	0	5	2	1	0	1	0	7	2	2
143149	1	1	5	0	4	1	2	0	2	5	2	0
143150	1	1	1	1	1	0	2	1	3	9	0	2
143151	1	1	3	4	5	2	0	1	5	7	1	1
143152	0	1	3	2	4	2	1	1	1	10	4	0
143153	1	1	5	4	1	0	1	0	5	8	5	0
143154	0	0	2	1	5	2	0	0	1	2	4	1
143155	1	1	2	5	3	2	0	0	3	6	5	1
143156	0	0	2	1	5	1	0	0	0	9	3	1
143157	1	1	5	2	2	2	2	1	4	9	4	2
143158	1	1	2	1	5	1	1	0	0	10	1	0
143159	1	1	2	0	3	2	0	0	4	8	1	2
143160	1	0	3	1	0	0	2	1	3	10	3	1
143161	0	1	5	4	5	1	2	0	0	10	5	0
143162	0	1	4	0	0	0	0	1	3	0	0	0
143163	1	0	3	0	4	2	2	0	3	7	5	0
143164	0	1	0	0	3	2	2	1	5	4	4	1
143165	1	0	3	3	5	2	1	0	3	7	2	2
143166	0	1	5	5	4	2	1	0	5	3	5	0
143167	1	0	1	3	4	1	2	0	2	1	4	0
143168	0	0	4	1	3	1	1	0	5	9	1	0
143169	0	1	1	5	3	0	1	1	3	4	2	1
143170	0	1	4	0	0	2	0	1	2	5	0	2
143171	1	0	0	5	1	0	2	0	4	6	5	0
143172	1	1	3	4	5	1	0	0	0	9	3	2
143173	0	1	4	3	2	1	0	0	5	2	2	2
143174	0	1	3	1	2	2	2	0	4	9	3	0
143175	0	0	3	4	5	0	2	0	4	2	5	1
143176	0	0	3	0	4	0	1	0	0	8	4	1
143177	1	1	3	2	1	1	0	1	4	0	4	0
143178	1	0	0	2	1	1	2	0	0	10	0	1
143179	0	1	4	2	5	0	0	0	4	4	0	1
143180	0	0	3	3	5	2	0	1	1	0	1	2
143181	1	0	4	2	4	1	0	0	0	0	4	2
143182	0	0	3	3	0	0	1	0	4	7	4	0
143183	0	0	4	5	4	0	1	0	4	7	2	2
143184	0	0	5	5	5	0	0	1	4	5	5	1
143185	1	1	2	0	0	0	0	0	3	10	5	1
143186	0	0	0	2	0	1	1	1	0	6	0	0
143187	0	0	0	4	0	2	2	0	3	3	5	0
143188	1	1	2	3	1	2	2	1	1	8	2	1
143189	1	0	3	1	3	1	0	0	5	3	1	2
143190	0	0	2	1	5	1	1	0	2	7	0	2
143191	1	1	0	3	2	2	2	0	4	2	4	0
143192	1	1	2	0	4	2	1	1	1	1	3	0
143193	0	0	1	0	4	1	2	0	4	7	1	1
143194	0	0	2	2	4	0	0	0	5	4	5	0
143195	1	0	1	1	0	2	2	1	1	10	3	0
143196	1	0	1	1	4	2	1	1	3	5	3	2
143197	0	0	2	1	2	0	0	0	3	5	1	1
143198	1	0	2	1	3	2	0	0	3	8	2	1
143199	1	0	3	0	2	2	0	0	2	10	5	0
143200	1	1	3	2	4	0	2	1	5	9	3	1
143201	0	0	1	3	2	2	1	0	5	2	3	1
143202	0	0	3	2	0	1	0	0	4	0	3	1
143203	0	0	5	4	3	2	1	1	2	8	2	1
143204	0	0	1	1	0	0	2	0	1	10	1	0
143205	0	1	4	3	0	1	0	0	1	1	4	0
143206	1	1	5	2	0	0	0	1	0	8	5	2
143207	1	0	4	0	4	0	0	0	2	1	0	0
143208	1	1	4	1	0	2	1	0	1	10	1	0
143209	0	0	3	4	4	0	2	0	3	5	4	1
143210	0	0	1	3	4	0	2	1	5	5	5	2
143211	0	1	2	1	5	0	1	0	5	0	1	1
143212	0	0	2	3	2	0	2	0	2	5	4	0
143213	0	1	3	2	1	1	0	0	1	8	2	1
143214	0	0	0	1	5	2	0	0	1	10	5	0
143215	0	1	3	5	2	0	0	1	5	0	0	1
143216	0	1	2	1	4	2	2	1	3	1	3	1
143217	1	1	1	4	5	2	0	1	2	8	2	1
143218	1	1	3	3	0	2	0	1	4	1	0	1
143219	1	1	2	3	0	1	1	0	5	4	5	0
143220	1	1	3	2	2	1	0	0	3	4	1	2
143221	0	1	3	1	4	0	2	0	1	2	3	2
143222	0	0	2	3	3	0	1	0	4	9	0	2
143223	1	1	2	3	4	1	0	0	4	1	2	2
143224	1	0	5	0	1	2	2	1	1	9	4	2
143225	0	1	1	1	5	2	1	0	4	1	5	1
143226	1	0	3	4	5	2	1	0	4	0	2	2
143227	1	1	2	5	5	2	1	0	3	5	5	0
143228	0	1	4	0	3	0	1	0	2	9	3	1
143229	0	0	2	5	1	2	2	1	1	4	4	1
143230	1	0	1	0	3	2	1	1	0	3	4	2
143231	0	0	0	4	2	2	1	1	2	0	0	1
143232	0	1	5	2	1	2	0	0	4	5	3	1
143233	0	1	4	3	3	2	2	0	0	1	5	2
143234	0	0	1	5	4	2	2	0	5	10	3	2
143235	1	1	1	5	3	0	1	0	4	4	5	2
143236	0	0	1	2	5	0	0	0	4	1	3	2
143237	0	1	0	5	0	2	1	1	1	0	3	2
143238	0	0	1	4	1	2	1	1	2	3	5	2
143239	1	1	2	3	3	1	1	1	0	7	3	2
143240	1	0	2	4	3	1	1	0	0	9	3	1
143241	0	1	5	4	0	2	1	1	5	6	4	2
143242	0	0	3	0	5	2	2	0	1	5	3	2
143243	1	0	1	2	0	0	0	1	3	2	1	1
143244	1	0	4	3	0	1	2	0	0	5	2	2
143245	1	0	3	0	5	1	2	1	2	3	5	1
143246	1	0	4	0	2	0	1	1	4	9	5	2
143247	0	1	0	5	4	0	2	1	1	10	2	0
143248	1	1	3	4	0	2	0	0	1	10	4	2
143249	1	0	3	0	1	2	2	1	4	8	2	0
143250	1	1	0	2	4	2	0	0	5	7	5	0
143251	1	1	5	4	3	2	0	0	3	0	3	1
143252	0	0	1	2	0	2	0	1	2	1	5	2
143253	1	1	3	2	2	2	2	1	1	9	5	2
143254	0	1	5	0	5	2	0	0	0	4	5	0
143255	0	1	0	5	3	1	2	1	1	6	1	0
143256	0	1	1	5	1	1	0	1	1	0	2	1
143257	1	1	1	2	4	1	0	0	2	2	1	2
143258	0	0	1	5	4	2	1	0	5	3	5	1
143259	1	0	5	4	3	0	1	1	0	4	0	0
143260	1	1	2	1	2	1	2	1	3	0	1	0
143261	0	1	3	0	4	1	0	0	5	8	1	2
143262	1	1	5	1	5	2	0	0	1	10	1	2
143263	1	0	0	5	3	0	2	1	3	10	0	1
143264	0	0	4	5	0	1	2	1	2	7	0	0
143265	0	1	1	0	1	1	0	1	0	9	1	1
143266	1	1	3	2	0	1	2	1	2	2	4	0
143267	0	0	0	2	0	0	2	1	3	7	3	1
143268	1	0	5	3	0	2	1	1	3	8	5	1
143269	1	0	0	0	3	2	2	1	5	7	3	2
143270	1	1	4	1	0	1	0	0	1	3	0	0
143271	0	0	1	4	4	2	0	1	2	4	5	2
143272	0	0	2	1	3	2	2	1	5	10	5	0
143273	1	1	2	3	3	1	0	1	2	2	0	0
143274	1	1	4	1	2	2	1	0	0	3	5	0
143275	1	1	0	1	0	2	2	1	1	8	1	1
143276	1	0	0	4	5	0	1	1	2	6	3	2
143277	0	1	0	3	3	2	0	1	0	6	0	0
143278	1	0	5	5	4	2	1	1	5	2	0	1
143279	0	0	3	1	4	0	0	0	3	0	4	2
143280	1	1	3	5	3	1	2	1	1	2	0	2
143281	0	1	0	4	4	1	0	1	4	8	1	1
143282	0	0	1	3	4	0	0	1	0	6	5	0
143283	0	0	2	1	5	2	1	1	3	0	3	0
143284	0	0	5	3	3	0	2	0	1	0	4	2
143285	1	1	3	2	1	2	1	0	0	6	0	2
143286	1	1	4	1	3	2	1	0	3	5	3	0
143287	1	0	3	0	2	2	0	1	2	2	4	1
143288	1	1	5	2	4	2	1	0	1	10	0	0
143289	0	1	5	1	3	0	0	0	5	9	5	2
143290	0	1	4	1	2	2	1	0	3	7	4	0
143291	0	1	0	2	5	1	2	1	5	9	2	0
143292	0	0	3	5	5	1	2	0	3	4	5	1
143293	1	0	4	0	1	1	2	0	1	7	3	2
143294	1	1	0	1	1	2	1	1	3	9	0	1
143295	1	1	0	1	2	2	1	1	4	5	4	2
143296	0	0	0	0	1	1	1	1	3	7	3	1
143297	0	0	4	3	3	2	0	0	5	9	1	0
143298	1	1	0	5	1	2	1	0	2	0	0	1
143299	0	1	2	2	4	1	0	0	4	7	3	0
143300	0	0	0	1	1	2	1	0	0	6	4	1
143301	0	1	3	5	3	0	0	0	5	7	5	2
143302	1	0	5	2	5	0	2	0	2	10	5	0
143303	1	0	0	1	3	2	2	1	4	6	5	0
143304	1	1	5	5	4	0	2	0	3	6	5	1
143305	0	0	4	2	0	2	2	0	1	0	5	0
143306	0	0	3	5	1	2	0	0	5	2	1	2
143307	1	0	1	3	0	0	1	0	2	1	0	1
143308	0	0	1	3	1	0	1	0	4	5	5	2
143309	1	0	5	0	4	1	1	0	4	9	5	0
143310	1	0	4	2	0	1	2	0	5	0	4	2
143311	0	0	4	4	0	0	2	1	5	10	4	0
143312	1	1	1	3	2	2	1	1	5	0	5	2
143313	1	1	3	0	0	1	0	1	5	5	0	2
143314	1	0	4	1	3	1	1	0	0	5	4	2
143315	0	1	4	4	2	1	1	1	2	8	3	2
143316	1	0	1	1	1	0	1	1	2	1	3	0
143317	0	0	3	0	2	2	2	1	1	7	1	0
143318	0	0	2	4	2	2	2	0	4	6	1	0
143319	1	1	2	0	4	0	0	1	4	1	0	2
143320	0	0	3	0	3	0	2	1	3	0	2	1
143321	1	1	4	1	3	1	0	0	3	7	5	1
143322	0	0	2	2	2	2	1	1	1	7	4	0
143323	1	1	2	5	0	2	1	0	2	5	3	2
143324	0	0	5	2	3	1	0	1	5	6	1	0
143325	0	1	0	4	1	2	1	0	5	3	5	2
143326	1	0	4	3	5	0	1	0	1	0	4	1
143327	1	1	4	3	2	1	1	0	2	8	5	1
143328	1	1	2	0	1	1	0	1	1	2	1	1
143329	1	0	1	0	5	1	0	0	3	2	5	2
143330	0	0	4	2	4	0	1	1	3	4	1	2
143331	0	0	0	4	5	2	1	0	3	9	4	0
143332	1	1	3	0	0	0	2	0	3	6	3	2
143333	1	1	1	3	5	2	2	0	1	10	4	1
143334	0	0	2	0	1	0	1	0	1	7	5	1
143335	0	1	1	0	4	1	0	0	4	9	5	1
143336	0	1	5	4	5	0	2	0	3	5	3	1
143337	0	1	4	4	4	0	1	1	3	7	2	1
143338	0	0	0	1	2	0	0	1	1	9	0	1
143339	0	1	2	0	0	2	2	1	1	10	2	2
143340	0	1	2	3	5	1	0	0	2	9	0	0
143341	1	1	2	5	4	1	1	1	1	6	5	1
143342	1	1	0	4	0	2	0	0	0	3	2	0
143343	0	1	0	0	1	2	2	0	1	0	0	1
143344	0	1	1	3	4	2	2	0	1	5	4	1
143345	1	1	1	0	3	0	1	0	4	10	4	0
143346	0	1	3	0	5	0	0	1	1	4	4	0
143347	1	1	5	1	3	1	2	0	2	3	3	0
143348	1	1	1	2	0	1	1	0	2	3	3	0
143349	0	0	0	2	1	0	2	1	3	7	0	2
143350	1	1	2	0	3	2	2	1	3	3	4	0
143351	0	0	1	5	3	1	0	0	1	8	2	2
143352	1	0	1	3	1	1	2	0	1	2	1	0
143353	1	1	4	2	2	2	0	1	1	4	3	2
143354	1	0	3	3	1	0	1	1	4	1	5	2
143355	1	0	1	5	1	1	1	0	2	3	1	2
143356	0	1	2	0	0	2	2	1	0	1	4	0
143357	1	0	0	3	1	2	2	0	5	3	2	2
143358	1	0	3	1	1	1	0	1	3	8	2	2
143359	0	0	1	4	0	0	2	1	2	0	0	0
143360	1	1	2	2	4	1	0	0	5	6	5	1
143361	1	1	0	5	1	0	0	0	2	6	3	1
143362	0	1	3	3	5	0	0	1	4	0	0	1
143363	0	1	4	3	0	0	2	1	5	5	4	0
143364	0	0	2	2	0	0	0	0	2	2	3	2
143365	0	0	0	2	2	1	1	0	4	2	2	2
143366	1	0	3	5	1	1	0	0	3	3	3	2
143367	0	0	5	1	1	1	2	1	0	7	2	0
143368	0	1	3	5	5	0	2	1	2	7	4	0
143369	1	0	5	4	0	1	1	0	3	6	0	2
143370	0	1	5	0	2	1	1	1	4	9	1	0
143371	0	0	0	5	1	2	2	0	2	3	1	0
143372	1	1	2	1	5	1	2	0	1	4	2	1
143373	1	1	5	1	0	0	2	1	1	7	1	2
143374	0	0	3	1	1	2	1	1	3	0	0	1
143375	1	0	5	0	4	1	0	0	2	2	2	1
143376	0	1	5	1	4	2	0	0	5	7	1	0
143377	1	1	0	2	5	2	0	0	5	5	2	2
143378	0	1	4	5	0	0	0	1	4	7	1	2
143379	0	1	4	1	4	0	0	1	1	2	5	0
143380	1	1	3	3	1	1	1	0	2	2	2	0
143381	1	1	0	0	1	2	2	1	5	1	2	2
143382	1	1	1	1	3	2	0	0	0	7	0	1
143383	1	0	0	1	1	1	1	0	1	4	2	1
143384	1	1	5	2	1	1	1	0	3	0	4	2
143385	1	0	5	3	2	2	2	1	4	7	1	2
143386	1	0	5	0	3	2	0	0	1	8	3	0
143387	1	0	0	4	5	2	2	1	4	8	4	0
143388	0	0	3	3	1	2	1	1	5	10	5	2
143389	0	0	3	3	0	2	2	0	2	3	0	1
143390	0	0	0	0	5	0	2	1	5	10	2	1
143391	0	0	0	4	1	1	0	0	0	8	0	2
143392	1	1	0	3	1	0	1	1	2	3	4	1
143393	1	0	4	4	3	1	2	0	3	5	3	1
143394	1	0	1	2	1	1	1	0	1	10	2	1
143395	0	0	5	0	4	0	2	0	1	3	1	2
143396	0	1	5	2	2	1	1	1	5	1	0	2
143397	1	0	5	1	1	1	2	1	2	5	1	1
143398	0	1	1	0	0	2	0	1	2	7	4	2
143399	1	1	5	2	0	0	0	1	4	3	2	0
143400	0	0	0	0	2	1	2	1	1	1	1	0
143401	0	1	1	4	5	1	2	0	1	3	4	2
143402	1	0	0	2	2	1	2	1	1	2	4	2
143403	1	0	3	4	5	2	1	0	0	6	0	1
143404	0	0	0	0	0	2	2	1	1	2	5	2
143405	0	0	2	4	1	0	2	0	1	1	2	1
143406	1	1	4	4	2	2	1	1	1	2	3	0
143407	1	0	4	2	5	2	0	1	2	4	5	2
143408	1	1	4	5	4	2	2	1	0	7	1	0
143409	1	1	0	4	2	1	2	0	5	5	4	2
143410	1	0	3	3	2	2	0	0	5	3	4	2
143411	1	1	0	3	4	2	1	0	2	7	4	0
143412	0	1	4	1	4	2	1	1	1	3	3	2
143413	0	0	2	3	4	2	1	1	0	4	5	0
143414	1	0	3	4	2	1	0	1	2	0	0	0
143415	0	1	0	3	5	2	2	1	3	4	0	0
143416	1	1	4	1	1	0	2	1	0	9	4	2
143417	1	1	2	1	5	2	2	0	1	10	0	1
143418	1	1	1	5	2	1	0	1	0	9	2	1
143419	1	1	0	2	3	2	0	0	4	5	0	1
143420	1	0	3	5	0	2	0	0	1	6	4	1
143421	1	0	4	2	1	1	1	0	4	7	0	1
143422	0	1	4	0	2	2	0	1	3	0	1	0
143423	1	0	0	0	1	2	1	1	3	9	2	2
